"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_10","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"When I am uncertain, I cannot function well.",NA,"Strongly disagree",1,"Dutch"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_10","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"When I am uncertain, I cannot function well.",NA,"Disagree",2,"Dutch"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_10","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"When I am uncertain, I cannot function well.",NA,"Agree nor disagree",3,"Dutch"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_10","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"When I am uncertain, I cannot function well.",NA,"Agree",4,"Dutch"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_10","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"When I am uncertain, I cannot function well.",NA,"Strongly agree",5,"Dutch"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_11","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"Even the slightest doubt can prevent me from taking action.",NA,"Strongly disagree",1,"Dutch"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_11","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"Even the slightest doubt can prevent me from taking action.",NA,"Disagree",2,"Dutch"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_11","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"Even the slightest doubt can prevent me from taking action.",NA,"Agree nor disagree",3,"Dutch"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_11","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"Even the slightest doubt can prevent me from taking action.",NA,"Agree",4,"Dutch"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_11","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"Even the slightest doubt can prevent me from taking action.",NA,"Strongly agree",5,"Dutch"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_12","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"I must avoid all uncertain situations.",NA,"Strongly disagree",1,"Dutch"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_12","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"I must avoid all uncertain situations.",NA,"Disagree",2,"Dutch"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_12","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"I must avoid all uncertain situations.",NA,"Agree nor disagree",3,"Dutch"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_12","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"I must avoid all uncertain situations.",NA,"Agree",4,"Dutch"
"IJLS_Eersel_2024_IUS","IJLS_Eersel_2024_IUS_1","IUS_12","Intolerance of Uncertainty Scale, 12-item short form (IUS-12), Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'.",NA,NA,"I must avoid all uncertain situations.",NA,"Strongly agree",5,"Dutch"
