table,section_id,item,instrument,language,instructions,section_prompt,item_text,correct_response,option_text,resp
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ13,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,fresh paint,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ13,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,fresh paint,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ13,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,fresh paint,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ13,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,fresh paint,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ14,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,newly cut grass,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ14,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,newly cut grass,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ14,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,newly cut grass,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ14,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,newly cut grass,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ14,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,newly cut grass,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ14,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,newly cut grass,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ14,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,newly cut grass,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ14,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,newly cut grass,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ14,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,newly cut grass,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ14,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,newly cut grass,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ14,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,newly cut grass,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ15,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,burning wood,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ15,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,burning wood,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ15,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,burning wood,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ15,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,burning wood,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ15,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,burning wood,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ15,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,burning wood,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ15,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,burning wood,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ15,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,burning wood,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ15,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,burning wood,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ15,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,burning wood,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_smell,PsyQ15,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the smell of …,burning wood,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ16,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,mustard,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ16,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,mustard,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ16,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,mustard,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ16,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,mustard,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ16,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,mustard,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ16,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,mustard,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ16,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,mustard,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ16,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,mustard,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ16,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,mustard,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ16,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,mustard,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ16,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,mustard,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ17,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,toothpaste,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ17,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,toothpaste,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ17,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,toothpaste,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ17,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,toothpaste,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ17,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,toothpaste,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ17,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,toothpaste,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ17,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,toothpaste,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ17,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,toothpaste,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ17,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,toothpaste,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ17,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,toothpaste,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ17,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,toothpaste,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ18,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,lemon,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ18,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,lemon,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ18,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,lemon,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ18,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,lemon,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ18,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,lemon,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ18,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,lemon,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ18,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,lemon,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ18,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,lemon,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ18,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,lemon,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ18,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,lemon,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ18,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,lemon,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ19,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,sea water,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ19,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,sea water,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ19,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,sea water,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ19,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,sea water,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ19,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,sea water,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ19,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,sea water,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ19,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,sea water,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ19,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,sea water,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ19,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,sea water,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ19,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,sea water,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ19,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,sea water,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ20,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,black pepper,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ20,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,black pepper,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ20,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,black pepper,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ20,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,black pepper,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ20,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,black pepper,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ20,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,black pepper,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ20,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,black pepper,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ20,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,black pepper,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ20,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,black pepper,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ20,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,black pepper,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_taste,PsyQ20,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the taste of …,black pepper,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ21,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,warm sand,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ21,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,warm sand,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ21,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,warm sand,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ21,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,warm sand,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ21,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,warm sand,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ21,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,warm sand,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ21,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,warm sand,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ21,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,warm sand,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ21,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,warm sand,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ21,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,warm sand,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ21,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,warm sand,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ22,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,a soft towel,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ22,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,a soft towel,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ22,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,a soft towel,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ22,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,a soft towel,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ22,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,a soft towel,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ22,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,a soft towel,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ22,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,a soft towel,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ22,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,a soft towel,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ22,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,a soft towel,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ22,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,a soft towel,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ22,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,a soft towel,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ23,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,the point of a pin,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ23,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,the point of a pin,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ23,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,the point of a pin,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ23,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,the point of a pin,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ23,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,the point of a pin,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ23,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,the point of a pin,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ23,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,the point of a pin,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ23,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,the point of a pin,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ23,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,the point of a pin,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ23,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,the point of a pin,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ23,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,the point of a pin,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ24,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,icy water,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ24,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,icy water,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ24,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,icy water,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ24,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,icy water,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ24,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,icy water,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ24,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,icy water,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ24,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,icy water,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ24,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,icy water,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ24,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,icy water,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ24,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,icy water,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ24,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,icy water,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ25,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,fur,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ25,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,fur,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ25,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,fur,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ25,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,fur,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ25,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,fur,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ25,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,fur,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ25,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,fur,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ25,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,fur,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ25,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,fur,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ25,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,fur,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_touch,PsyQ25,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine touching …,fur,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ26,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,relaxing in a warm bath,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ26,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,relaxing in a warm bath,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ26,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,relaxing in a warm bath,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ26,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,relaxing in a warm bath,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ26,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,relaxing in a warm bath,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ26,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,relaxing in a warm bath,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ26,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,relaxing in a warm bath,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ26,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,relaxing in a warm bath,,,7
