source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,plosone,10.1371/journal.pone.0285189,The relationship between loneliness and mobile phone addiction among Chinese college students: The mediating role of anthropomorphism and moderating role of family support,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0285189,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0285189.s001",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0285189_S1_Data.sav,54708.0,582.0,94.0,1.0,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,plosone,10.1371/journal.pone.0268992,"What makes a violent mind? The interplay of parental rearing, dark triad personality traits and propensity for violence in a sample of German adolescents",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0268992,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0268992.s002",All relevant data are within the paper and its  supporting information  files.,,journal.pone.0268992_S1_Data.sav,17808.0,102.0,14.0,12.4706,0.0,aggregate_continuous,dup_id_item with ratio=12.5× and n_participants=102 — possible longitudinal data but the high repeat rate and resp_ordinal* warning suggest responses may be continuous. Quick data check needed.
plos,plosone,10.1371/journal.pone.0302713,An evaluation model for interactive gaming furniture design based on parent-child behavior,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0302713,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: The raw data which is required for entropy weighting calcula",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0302713_S1_File.xlsx,2420.0,121.0,20.0,1.0,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,plosone,10.1371/journal.pone.0182956,"Burnout, associated comorbidities and coping strategies in French community pharmacies—BOP study: A nationwide cross-sectional study",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0182956,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: BOP database.   https://doi.org/10.1371/journal.pone.0182956",All relevant data are included within the paper and its Supporting Information files.,,journal.pone.0182956_S1_Table.xlsx,80806.0,1322.0,62.0,0.9859,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,plosone,10.1371/journal.pone.0188651,Determinants and effects of medical students’ core self-evaluation tendencies on clinical competence and workplace well-being in clerkship,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0188651,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Minimal anonymized data set.   https://doi.org/10.1371/journ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0188651_S1_Dataset.xlsx,2286.0,127.0,18.0,1.0,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,plosone,10.1371/journal.pone.0179486,"Validation study of the safety attitudes questionnaire (SAQ) in public hospitals of Heilongjiang province, China",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0179486,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: The dataset and descriptions underlying the findings in our ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0179486_S1_File.xlsx,55696.0,1689.0,33.0,0.9993,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,plosone,10.1371/journal.pone.0258815,"The HDR CARE Scale, Inpatient Version: A validated survey instrument to measure environmental affordance for nursing tasks in inpatient healthcare settings",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0258815,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Phase 1 pilot survey data.   https://doi.org/10.1371/journal",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0258815_S1_Dataset.xlsx,21989.0,443.0,53.0,0.9365,5.0,aggregate_continuous,dup_id_item with ratio=0.9× and n_participants=443 — possible longitudinal data but the high repeat rate and resp_ordinal* warning suggest responses may be continuous. Quick data check needed.
plos,plosone,10.1371/journal.pone.0212331,Effects of mother-offspring and father-offspring dynamics on emerging adults’ adjustment: The mediating role of emotion regulation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0212331,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Contains the data of the variables under study.   https://do",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0212331_S1_Data.csv,4914.0,351.0,14.0,1.0,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,plosone,10.1371/journal.pone.0278444,Anxiety state impact on recovery of runners with lower extremity injuries,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0278444,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: This is the study data file.    This file contains all the d",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0278444_S1_Appendix.xls,2872.0,41.0,72.0,0.9729,0.0,aggregate_continuous,Response has >50 unique values and very few apparent participants — likely a summary / aggregate file with continuous measures
plos,plosone,10.1371/journal.pone.0277475,Psychopathic tendencies are selectively associated with reduced emotional awareness in the context of early adversity,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0277475,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Study data.    This file includes all data used for the anal",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0277475_S2_File.csv,3657.0,177.0,21.0,0.9839,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
