_key,source,title,url,doi,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,license
10.7910/dvn/tbh2re,dataverse,Replication Data for: The Shame-inducing effect on epistemic trust in individuals with narcissistic personality traits,https://doi.org/10.7910/DVN/TBH2RE,10.7910/dvn/tbh2re,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.5061/dryad.0zpc8676x,dryad,Data from: Neural mechanisms of resource allocation in working memory,https://datadryad.org/dataset/doi:10.5061/dryad.0zpc8676x,10.5061/dryad.0zpc8676x,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/ly6e30,dataverse,"Replication Data for ""Fear of the dark: how terrorist events affect trust in the long run""",https://doi.org/10.7910/DVN/LY6E30,10.7910/dvn/ly6e30,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
hdl:1902.29/caps-bdi,dataverse,Beck Depression Inventory (CAPS-BDI module),https://hdl.handle.net/1902.29/CAPS-BDI,hdl:1902.29/caps-bdi,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
hdl:1902.29/caps-pss,dataverse,Perceived Stress Scale (CAPS-PSS module),https://hdl.handle.net/1902.29/CAPS-PSS,hdl:1902.29/caps-pss,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
hdl:1902.29/caps-lifesat,dataverse,Satisfaction with Life Scale (CAPS-LIFESAT module),https://hdl.handle.net/1902.29/CAPS-LIFESAT,hdl:1902.29/caps-lifesat,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
hdl:1902.29/11181,dataverse,"OPPERA Perceived Stress Scale (PSS), Case-Control Study of Chronic TMD",https://hdl.handle.net/1902.29/11181,hdl:1902.29/11181,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
hdl:1902.29/11884,dataverse,"OPPERA Perceived Stress Scale (PSS), Prospective Cohort Study of First-Onset TMD",https://hdl.handle.net/1902.29/11884,hdl:1902.29/11884,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
https://osf.io/74cnp/,osf,Post-error cognitive adjustment in psychosis-proneness,https://osf.io/74cnp/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
https://osf.io/bdnex/,osf,The association of physical activity and sport types to working memory in young adults,https://osf.io/bdnex/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/tfpgj5,dataverse,: Big-Fish–Little-Pond Effect on Mathematics Students’ Intelligence Mindset in Selective and Non-Selective Schools,https://doi.org/10.7910/DVN/TFPGJ5,10.7910/dvn/tfpgj5,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.6084/m9.figshare.28666236.v1,figshare,Additional file 1 of Machine learning-driven development of a stratified CES-D screening system: optimizing depression assessment through adaptive item selection,https://springernature.figshare.com/articles/dataset/Additional_file_1_of_Machine_learning-driven_development_of_a_stratified_CES-D_screening_system_optimizing_depression_assessment_through_adaptive_item_selection/28666236,10.6084/m9.figshare.28666236.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/mvblyr,dataverse,Replication Data for: The Contemporary Landscape of Gendered Personality Traits,https://doi.org/10.7910/DVN/MVBLYR,10.7910/dvn/mvblyr,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/y72z1j,dataverse,"Reproducibility Data: The SAPA Personality Inventory: An empirically-derived, hierarchically-organized self-report personality assessment model",https://doi.org/10.7910/DVN/Y72Z1J,10.7910/dvn/y72z1j,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/h9rqd6,dataverse,Selected personality data from the SAPA-Project: 04Apr2006 to 18Aug2010,https://doi.org/10.7910/DVN/H9RQD6,10.7910/dvn/h9rqd6,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/c40k1u,dataverse,Selected personality data from the SAPA-Project: 18aug2010 to 08dec2013,https://doi.org/10.7910/DVN/C40K1U,10.7910/dvn/c40k1u,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/gu70ev,dataverse,Selected personality data from the SAPA-Project: 26Jul2014 to 22Dec2015,https://doi.org/10.7910/DVN/GU70EV,10.7910/dvn/gu70ev,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/tzjgat,dataverse,Selected personality data from the SAPA-Project: 22Dec2015 to 07Feb2017,https://doi.org/10.7910/DVN/TZJGAT,10.7910/dvn/tzjgat,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/omtild,dataverse,Replication Data for: Cognitive Creative Writing: Towards Improving the Emotional Experience of Fiction,https://doi.org/10.7910/DVN/OMTILD,10.7910/dvn/omtild,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/yeuys0,dataverse,Replication Data for: Informed or Overwhelmed? Disentangling the Effects of Cognitive Ability and Information on Public Opinion,https://doi.org/10.7910/DVN/YEUYS0,10.7910/dvn/yeuys0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.6084/m9.figshare.28624617.v1,figshare,The importance of the cumulation of risk factors for antepartum depression,https://tandf.figshare.com/articles/dataset/The_importance_of_the_cumulation_of_risk_factors_for_antepartum_depression/28624617,10.6084/m9.figshare.28624617.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/2ibbmg,dataverse,Reproducibility Data for: Creative Achievement and Individual Differences,https://doi.org/10.7910/DVN/2IBBMG,10.7910/dvn/2ibbmg,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.1371/journal.pone.0313351.s001,figshare,"S1 Data - Predicting treatment response to cognitive behavior therapy in social anxiety disorder on the basis of demographics, psychiatric history, and scales: A machine learning approach",https://plos.figshare.com/articles/dataset/S1_Data_-_Predicting_treatment_response_to_cognitive_behavior_therapy_in_social_anxiety_disorder_on_the_basis_of_demographics_psychiatric_history_and_scales_A_machine_learning_approach/28618674,10.1371/journal.pone.0313351.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/nd9w7v,dataverse,Replication Data for: Personality Cue Paper,https://doi.org/10.7910/DVN/ND9W7V,10.7910/dvn/nd9w7v,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
https://osf.io/s4tc8/,osf,The Effect of Cognitive Load and Default Nudges on Decision-Making: Experimental Evidence from a Behavioural Study,https://osf.io/s4tc8/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.5061/dryad.g4f4qrg15,dryad,Data from: Complementary cognitive roles for D2-MSNs and D1-MSNs during interval timing,https://datadryad.org/dataset/doi:10.5061/dryad.g4f4qrg15,10.5061/dryad.g4f4qrg15,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.6084/m9.figshare.28520276.v1,figshare,<b>MATHEMATICS ACHIEVEMENT IN PALESTINE: HOW PARENTAL ATTITUDES SHAPE OUTCOMES VIA INVOLVEMENT</b>,https://figshare.com/articles/dataset/_b_MATHEMATICS_ACHIEVEMENT_IN_PALESTINE_HOW_PARENTAL_ATTITUDES_SHAPE_OUTCOMES_VIA_INVOLVEMENT_b_/28520276,10.6084/m9.figshare.28520276.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/57fhrc,dataverse,Reevaluating the Causal Link Between Physical Activity and Cognitive Progression in Parkinson’s Disease,https://doi.org/10.7910/DVN/57FHRC,10.7910/dvn/57fhrc,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/kubn9m,dataverse,Replication Data for: Not Just Elections: Personality Traits and Ambition for Political Office,https://doi.org/10.7910/DVN/KUBN9M,10.7910/dvn/kubn9m,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3389/fpsyg.2023.1250802.s001,figshare,Data_Sheet_1_Validation of the factor structure of the Experiences Questionnaire using Exploratory Graph Analysis.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Validation_of_the_factor_structure_of_the_Experiences_Questionnaire_using_Exploratory_Graph_Analysis_pdf/28388462,10.3389/fpsyg.2023.1250802.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3886/icpsr37894,dataverse,"The Impact of Correction Officer Suicide on the Institutional Environment and on the Wellbeing of Correctional Employees, Massachusetts, 2010-2019 Archival Version",https://doi.org/10.3886/ICPSR37894,10.3886/icpsr37894,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
https://osf.io/jvc87/,osf,Reciprocal effects between ICT literacy and conventional literacies,https://osf.io/jvc87/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
https://osf.io/t5wgm/,osf,The Short Dark Triad (SD3) across 14 cultures:  A novel network-based invariance approach,https://osf.io/t5wgm/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.23641/asha.28021070.v2,figshare,"Auditory perceptual & cognitive test battery (Cherri et al., 2025)",https://asha.figshare.com/articles/dataset/Auditory_perceptual_cognitive_test_battery_Cherri_et_al_2024_/28021070,10.23641/asha.28021070.v2,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.6084/m9.figshare.28022963.v2,figshare,Comparison of Cognitive Behavioral Therapy and Ericksonian Hypnosis Therapy forDepression and Anxiety Symptoms; Controlled Randomized Study,https://figshare.com/articles/dataset/Comparison_of_Cognitive_Behavioral_Therapy_and_Ericksonian_Hypnosis_Therapy_forDepression_and_Anxiety_Symptoms_Controlled_Randomized_Study/28022963,10.6084/m9.figshare.28022963.v2,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3886/icpsr38816,dataverse,"Protecting the Mental and Physical Well-Being of Frontline Healthcare Workers During COVID-19, United States, 2021-2022 Archival Version",https://doi.org/10.3886/ICPSR38816,10.3886/icpsr38816,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/hyz6qh,dataverse,"The Examination of the Relationships among Middle School Students' Epistemological Beliefs, Goal Orientations, and Achievement Emotions: A Structural Equation Modeling Study",https://doi.org/10.7910/DVN/HYZ6QH,10.7910/dvn/hyz6qh,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/kmsnbu,dataverse,"Self-Reported Wellbeing in Barranquilla, Colombia, 2023",https://doi.org/10.7910/DVN/KMSNBU,10.7910/dvn/kmsnbu,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3389/frcha.2024.1430850.s001,figshare,"Table1_Disruptive mood dysregulation disorder, parental stress, and attachment styles.docx",https://frontiersin.figshare.com/articles/dataset/Table1_Disruptive_mood_dysregulation_disorder_parental_stress_and_attachment_styles_docx/28239836,10.3389/frcha.2024.1430850.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3886/e212101v3,dataverse,"Replication Data for: ""Age and Cognitive Skills: Use It or Lose It"" by Hanushek, Kinne, Witthoeft, and Woessmann",https://doi.org/10.3886/E212101V3,10.3886/e212101v3,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3886/e212101,dataverse,"Replication Data for: ""Age and Cognitive Skills: Use It or Lose It"" by Hanushek, Kinne, Witthoeft, and Woessmann",https://doi.org/10.3886/E212101,10.3886/e212101,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3886/e212101v1,dataverse,"Replication Data for: ""Age and Cognitive Skills: Use It or Lose It"" by Hanushek, Kinne, Witthoeft, and Woessmann",https://doi.org/10.3886/E212101V1,10.3886/e212101v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3886/e212101v2,dataverse,"Replication Data for: ""Age and Cognitive Skills: Use It or Lose It"" by Hanushek, Kinne, Witthoeft, and Woessmann",https://doi.org/10.3886/E212101V2,10.3886/e212101v2,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.6084/m9.figshare.28196285.v1,figshare,<b>Math Anxiety and Math Self-Efficacy: How Demographics Shape the Relationship</b>,https://figshare.com/articles/dataset/_b_Math_Anxiety_and_Math_Self-Efficacy_How_Demographics_Shape_the_Relationship_b_/28196285,10.6084/m9.figshare.28196285.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/zxewre,dataverse,Males and females anxiety-like behavior,https://doi.org/10.7910/DVN/ZXEWRE,10.7910/dvn/zxewre,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/5wv7z0,dataverse,Pilot dataset for two-layer metacognitive judgements and cognitive offloading,https://doi.org/10.7910/DVN/5WV7Z0,10.7910/dvn/5wv7z0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/s0hezi,dataverse,Replication Data for: Integrating Artificial Intelligence Across Cultural Orientations: A Longitudinal Examination of Creative Self-Efficacy and Employee Autonomy,https://doi.org/10.7910/DVN/S0HEZI,10.7910/dvn/s0hezi,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.6084/m9.figshare.28170440.v1,figshare,Data on answers and responses to mathematical literacy skills,https://figshare.com/articles/dataset/Data_on_answers_and_responses_to_mathematical_literacy_skills/28170440,10.6084/m9.figshare.28170440.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
https://osf.io/53qze/,osf,Dark Triad and Morality,https://osf.io/53qze/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/oanhoe,dataverse,Psychometric analysis of the Brazilian version of the MADRS in a sample of mood disorders from the Northeast of Brazil,https://doi.org/10.7910/DVN/OANHOE,10.7910/dvn/oanhoe,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.6084/m9.figshare.28104869.v1,figshare,<b>Evaluating Trauma-Focused Cognitive Behavioral Therapy in Earthquake Survivors: A Controlled Trial</b>,https://figshare.com/articles/dataset/_b_Evaluating_Trauma-Focused_Cognitive_Behavioral_Therapy_in_Earthquake_Survivors_A_Controlled_Trial_b_/28104869,10.6084/m9.figshare.28104869.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/l3kaa2,dataverse,Validity and Reliability Analysis of the Life Satisfaction Scale Developed with Artificial Intelligence,https://doi.org/10.7910/DVN/L3KAA2,10.7910/dvn/l3kaa2,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/pho8pa,dataverse,"Data from the Study ""When university students’ insecurities drive them to rely excessively on Artificial Intelligence: Relationship between fear of failure, self-esteem, social support and ChatGPT dependence.""",https://doi.org/10.7910/DVN/PHO8PA,10.7910/dvn/pho8pa,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
https://osf.io/vw5fh/,osf,"The Dark Triad and Digital Politics: Personality, Behavior, and Parasocial Bonds in the U.S 2024 Election",https://osf.io/vw5fh/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
https://osf.io/kj6hn/,osf,Online Survey About the Question Whether the Prediction of Dark Triad can be Improved by Adding Disintegration to the HEXACO,https://osf.io/kj6hn/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3389/fpsyg.2024.1479845.s001,figshare,Table_1_Validation of the Turkish version of the Chronic Stress Scale: assessing social role-related stressors and their impact on psychopathology.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Validation_of_the_Turkish_version_of_the_Chronic_Stress_Scale_assessing_social_role-related_stressors_and_their_impact_on_psychopathology_docx/28007204,10.3389/fpsyg.2024.1479845.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/xeglua,dataverse,Replication Data for: Endogenous Treatment Models with Social Interactions: An Application to the Impact of Exercise on Self-Esteem,https://doi.org/10.7910/DVN/XEGLUA,10.7910/dvn/xeglua,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.6084/m9.figshare.27886836.v2,figshare,Data and Scripts for 'A Predictive Model for Attention-deficit/hyperactivity Disorder and Its Subtypes in Children: A Back-propagation Neural Network Optimized with Genetic Algorithms Based on Multidimensional Cognitive Ability Tests',https://figshare.com/articles/dataset/Data_and_Scripts_for_A_Predictive_Model_for_Attention-deficit_hyperactivity_Disorder_and_Its_Subtypes_in_Children_A_Back-propagation_Neural_Network_Optimized_with_Genetic_Algorithms_Based_on_Multidimensional_Cognitive_Ability_Tests_/27886836,10.6084/m9.figshare.27886836.v2,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.6084/m9.figshare.27999089.v1,figshare,Data and Scripts for 'Application of Multidimensional Cognitive Ability Tests in Computer-Assisted Diagnosis of Attention-Deficit/Hyperactivity Disorder and Its Subtypes in Children: Based on A Genetic Algorithm Optimized Back-Propagation Neural Network Predictive Model',https://figshare.com/articles/dataset/Data_and_Scripts_for_Application_of_Multidimensional_Cognitive_Ability_Tests_in_Computer-Assisted_Diagnosis_of_Attention-Deficit_Hyperactivity_Disorder_and_Its_Subtypes_in_Children_Based_on_A_Genetic_Algorithm_Optimized_Back-Propagation_Neu/27999089,10.6084/m9.figshare.27999089.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3389/fpsyg.2024.1491566.s001,figshare,Table_1_Resilience and emotional intelligence as mediators between personal values and life satisfaction among Chinese young adults.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_1_Resilience_and_emotional_intelligence_as_mediators_between_personal_values_and_life_satisfaction_among_Chinese_young_adults_DOCX/27993962,10.3389/fpsyg.2024.1491566.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/hit56p,dataverse,Replication data for: Peers Affect Personality Development,https://doi.org/10.7910/DVN/HIT56P,10.7910/dvn/hit56p,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
https://osf.io/3j9qv/,osf,Dark Triad and Age,https://osf.io/3j9qv/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
https://osf.io/c56eb/,osf,Data and code: Neural dynamics of reselecting visual and motor contents in working memory after external interference,https://osf.io/c56eb/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/4ydi3w,dataverse,Replication Data for: 'Cognitive Endurance as Human Capital',https://doi.org/10.7910/DVN/4YDI3W,10.7910/dvn/4ydi3w,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3389/fpsyg.2024.1470977.s001,figshare,Table_1_Understanding the role of cognitive constructs employed in reading in global math and science achievement.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Understanding_the_role_of_cognitive_constructs_employed_in_reading_in_global_math_and_science_achievement_docx/27901407,10.3389/fpsyg.2024.1470977.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3886/e211722,dataverse,The WALLET Study: Wealth Accumulations &amp; Later-life Losses in Early cognitive Transitions 2020-2023,https://doi.org/10.3886/E211722,10.3886/e211722,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3886/e211722v1,dataverse,The WALLET Study: Wealth Accumulations &amp; Later-life Losses in Early cognitive Transitions 2020-2023,https://doi.org/10.3886/E211722V1,10.3886/e211722v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.25405/data.ncl.27335709.v1,figshare,"Test Hypothesised Mediation Model Data - specifically, investigating whether intolerance of uncertainty, family accommodation, and reassurance seeking, are multiple serial mediators in the relationship between attachment anxiety and OCD checking symptoms.",https://data.ncl.ac.uk/articles/dataset/Test_Hypothesised_Mediation_Model_Data_-_specifically_investigating_whether_intolerance_of_uncertainty_family_accommodation_and_reassurance_seeking_are_multiple_serial_mediators_in_the_relationship_between_attachment_anxiety_and_OCD_checkin/27335709,10.25405/data.ncl.27335709.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.25442/hku.27635307.v1,figshare,Supporting data for “The Relation between Father-Child Numeracy Activities and Preschool-Aged Children’s Number Learning”,https://datahub.hku.hk/articles/dataset/Supporting_data_for_The_Relation_between_Father-Child_Numeracy_Activities_and_Preschool-Aged_Children_s_Number_Learning_/27635307,10.25442/hku.27635307.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/9mrzea,dataverse,Replication Data for: 'A Cognitive View of Policing',https://doi.org/10.7910/DVN/9MRZEA,10.7910/dvn/9mrzea,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.17035/d.2023.0263728184,figshare,The Early Prediction of Adolescent Depression study,https://research-data.cardiff.ac.uk/articles/dataset/The_Early_Prediction_of_Adolescent_Depression_study/27277536,10.17035/d.2023.0263728184,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3389/fpsyt.2024.1411783.s002,figshare,"DataSheet2_Autism, intelligence, language, and adaptive behavior, disentangling a complex relationship.pdf",https://frontiersin.figshare.com/articles/dataset/DataSheet2_Autism_intelligence_language_and_adaptive_behavior_disentangling_a_complex_relationship_pdf/27617754,10.3389/fpsyt.2024.1411783.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3389/fpsyg.2024.1440981.s001,figshare,Data_Sheet_1_Emotions and interactive tangible tools for math achievement in primary schools.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Emotions_and_interactive_tangible_tools_for_math_achievement_in_primary_schools_pdf/27322041,10.3389/fpsyg.2024.1440981.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.6084/m9.figshare.25506775.v2,figshare,Realized flower constancy in bumble bees: optimal foraging strategy balancing cognitive and travel costs and its possible consequences for floral diversity,https://figshare.com/articles/dataset/Takagi_Ohashi_data_zipRealized_flower_constancy_in_bumble_bees_optimal_foraging_strategy_balancing_cognitive_and_travel_costs_and_its_possible_consequences_for_floral_diversity/25506775,10.6084/m9.figshare.25506775.v2,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.6084/m9.figshare.27311163.v4,figshare,Realized flower constancy in bumble bees: optimal foraging strategy balancing for cognitive and travel costs and its possible consequences for floral diversity,https://figshare.com/articles/dataset/Takagi_and_Ohashi_data_zip/27311163,10.6084/m9.figshare.27311163.v4,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3389/fpubh.2024.1452574.s001,figshare,"Table_1_The influence of physical exercise on adolescents’ externalizing problem behaviors: mediating effects of parent–child relationships, self-esteem, and self-control.DOCX",https://frontiersin.figshare.com/articles/dataset/Table_1_The_influence_of_physical_exercise_on_adolescents_externalizing_problem_behaviors_mediating_effects_of_parent_child_relationships_self-esteem_and_self-control_DOCX/27300168,10.3389/fpubh.2024.1452574.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3389/fpubh.2024.1435144.s001,figshare,Data_Sheet_1_Validation of a brief image elicitation task as an indicator of subjective wellbeing in the general population.zip,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Validation_of_a_brief_image_elicitation_task_as_an_indicator_of_subjective_wellbeing_in_the_general_population_zip/27274614,10.3389/fpubh.2024.1435144.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3389/fpubh.2024.1435144.s002,figshare,Table_1_Validation of a brief image elicitation task as an indicator of subjective wellbeing in the general population.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Validation_of_a_brief_image_elicitation_task_as_an_indicator_of_subjective_wellbeing_in_the_general_population_docx/27274620,10.3389/fpubh.2024.1435144.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/tfqwo3,dataverse,"Outputs for Stress Timing, Trauma Exposure, and Family Resilience Differentially Affect Internalizing and Externalizing Symptoms at 3, 5, and 7 years of Age",https://doi.org/10.7910/DVN/TFQWO3,10.7910/dvn/tfqwo3,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.6084/m9.figshare.27211653.v1,figshare,<b>The Relationship Between Mindfulness and Depression: Examining the Chain Mediating Role of Shyness and Core Self-evaluation</b>,https://figshare.com/articles/dataset/_b_The_Relationship_Between_Mindfulness_and_Depression_Examining_the_Chain_Mediating_Role_of_Shyness_and_Core_Self-evaluation_b_/27211653,10.6084/m9.figshare.27211653.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3389/fneur.2024.1415773.s001,figshare,Data_Sheet_1_Robot-mediated impairment-oriented and task-specific training on upper limb post stroke: feasibility and preliminary effects on physical function and quality of life.PDF,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Robot-mediated_impairment-oriented_and_task-specific_training_on_upper_limb_post_stroke_feasibility_and_preliminary_effects_on_physical_function_and_quality_of_life_PDF/27209586,10.3389/fneur.2024.1415773.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3389/fnagi.2024.1479572.s001,figshare,Table_1_Genetically stratified Parkinson’s disease with freezing of gait is related to specific pattern of cognitive impairment and non-motor dominant endophenotype.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_1_Genetically_stratified_Parkinson_s_disease_with_freezing_of_gait_is_related_to_specific_pattern_of_cognitive_impairment_and_non-motor_dominant_endophenotype_DOCX/27209529,10.3389/fnagi.2024.1479572.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.3389/fpsyg.2024.1437232.s001,figshare,Table_1_Personal views of aging in midlife and older age: the role of personality.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Personal_views_of_aging_in_midlife_and_older_age_the_role_of_personality_docx/27194736,10.3389/fpsyg.2024.1437232.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/tq01uo,dataverse,The Influence Mechanism of Supervisor Narcissistic Personality on Graduate Student Creativity,https://doi.org/10.7910/DVN/TQ01UO,10.7910/dvn/tq01uo,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/2bd1hp,dataverse,"Local Community’s Satisfaction, Attitude and Mitigation Measures Towards Dams",https://doi.org/10.7910/DVN/2BD1HP,10.7910/dvn/2bd1hp,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.6084/m9.figshare.27119196.v1,figshare,HEXACO and forgiveness data cleaned (10 pseudo removed).sav,https://figshare.com/articles/dataset/HEXACO_and_forgiveness_data_cleaned_10_pseudo_removed_sav/27119196,10.6084/m9.figshare.27119196.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
10.7910/dvn/tcluwn,dataverse,"Replication Data for ""Persistence and emergence of literacy skills: Long-term impacts of an effective early grade reading intervention in South Africa""",https://doi.org/10.7910/DVN/TCLUWN,10.7910/dvn/tcluwn,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
