_key,source,title,url,doi,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,license
,dataverse,"Replication Data for: How real is real?: Examining the virtual, pre-recorded and live audiences for the assessment and treatment of social anxiety disorder",https://doi.org/10.7910/DVN/91OCFB,10.7910/dvn/91ocfb,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,"Replication Data for ""Channeling Hearts and Minds: Advocacy Organizations, Cognitive-Emotional Currents, and Public Conversation",https://doi.org/10.7910/DVN/EHSBGJ,10.7910/dvn/ehsbgj,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,Dataset for Context-aware cognitive radio using deep learning,https://doi.org/10.7910/DVN/EBLENC,10.7910/dvn/eblenc,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,Construct Validation of Multidimensional Personality Inventory for Chinese Youth,https://doi.org/10.6141/TW-SRDA-E10304-1,10.6141/tw-srda-e10304-1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,osf,"Pornography, Personality, and Sexuality",https://osf.io/5hvk8/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,dataverse,"Cognitive science in the field: A preschool intervention durably improves non-symbolic, but not symbolic, mathematics",https://doi.org/10.7910/DVN/LCLKDT,10.7910/dvn/lclkdt,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,osf,"All good readers are the same, but every low-skilled reader is different: an eye-tracking study using PISA data",https://osf.io/xjd5r/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,563c1cf88c5e4a3877f9e96a
,figshare,Personality traits across countries: Support for similarities rather than differences,https://plos.figshare.com/articles/dataset/Personality_traits_across_countries_Support_for_similarities_rather_than_differences/5115880,10.1371/journal.pone.0179646,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc-by
,dataverse,Relationship with insomnia and depression,https://doi.org/10.7910/DVN/OVRQDZ,10.7910/dvn/ovrqdz,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,osf,Speeded Vs. Canonical C-Tests: Psychometric Characteristics,https://osf.io/db6e2/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,563c1cf88c5e4a3877f9e96a
,dataverse,"Data related to the manuscript entitled ""Differential spontaneous recovery across cognitive abilities during detoxification period in alcohol-dependence.""",https://doi.org/10.7910/DVN/XDESDU,10.7910/dvn/xdesdu,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,"Replication Data for: Me, Myself, and (I), (D) or (R)? Partisanship and Political Cognition through the Lens of Implicit Identity",https://doi.org/10.7910/DVN/ZAD5UE,10.7910/dvn/zad5ue,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,osf,Open Data 2018: Contralateral delay activity tracks fluctuations in working memory performance,https://osf.io/8xuk3/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,osf,Predictors of Bribe-Taking: The Role of Bribe Size and Personality,https://osf.io/pkzcy/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,563c1cf88c5e4a3877f9e96a
,dataverse,Replication Data for: Problems with the Big Five assessment in the World Values Survey,https://doi.org/10.7910/DVN/SI5KBL,10.7910/dvn/si5kbl,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,Replication Data for: Political Brands: Can Parties Be Distinguished by Their Online Brand Personality?,https://doi.org/10.7910/DVN/X6TKOO,10.7910/dvn/x6tkoo,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,osf,HEXACO Personality and Schwartz's Personal Values: A Facet-Level Analysis,https://osf.io/wkc5u/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,osf,Open Data 2017: Clear evidence for item limits in visual working memory.,https://osf.io/kjpnk/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,osf,Unique associations between Big Five personality aspects and multiple dimensions of well-being,https://osf.io/4kgaa/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,dataverse,"Replication Data for: ""National Personality Traits and Regime Type: A Cross-National Study of 47 Countries""",https://doi.org/10.7910/DVN/EUIGEO,10.7910/dvn/euigeo,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,Replication Data for: Replication of 15 personality factors using LQ data.,https://doi.org/10.7910/DVN/JXEXTU,10.7910/dvn/jxextu,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dryad,Data from: Better the devil you know: common terns stay with a previous partner although pair bond duration does not affect breeding output,https://datadryad.org/dataset/doi:10.5061/dryad.ck5c0,10.5061/dryad.ck5c0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,dataverse,Head tilting and personality traits - memes,https://doi.org/10.7910/DVN/9J8VGX,10.7910/dvn/9j8vgx,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dryad,Data from: Predicting optimal outcomes in cognitive therapy or interpersonal psychotherapy for depressed individuals using the Personalized Advantage Index approach,https://datadryad.org/dataset/doi:10.5061/dryad.m112v,10.5061/dryad.m112v,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,dryad,Data from: Cross-frequency synchronization connects networks of fast and slow oscillations during visual working memory maintenance,https://datadryad.org/dataset/doi:10.5061/dryad.fb240,10.5061/dryad.fb240,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,dryad,Data from: Continuous theta burst stimulation over the left dorsolateral prefrontal cortex decreases medium load working memory performance in healthy humans,https://datadryad.org/dataset/doi:10.5061/dryad.c5n61,10.5061/dryad.c5n61,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,dryad,Data from: Restoring Study 329: efficacy and harms of paroxetine and imipramine in treatment of major depression in adolescence,https://datadryad.org/dataset/doi:10.5061/dryad.bv8j6,10.5061/dryad.bv8j6,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,dataverse,Measuring Elite Personality Using Speech,https://doi.org/10.7910/DVN/JDH6KR,10.7910/dvn/jdh6kr,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,osf,dataset: Restoring latent visual working memory representations in human cortex,https://osf.io/s5r6g/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,osf,Open Data 2018: The reliability and stability of visual working memory capacity,https://osf.io/g7txf/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,dryad,Data from: The competitive influences of perceptual load and working memory guidance on selective attention,https://datadryad.org/dataset/doi:10.5061/dryad.23n65,10.5061/dryad.23n65,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,dataverse,Replication Data for: Numeracy and the Persuasive Effect of Policy Information and Party Cues,https://doi.org/10.7910/DVN/QO6VIG,10.7910/dvn/qo6vig,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,"Replication Data for: ""Drug Battles and School Achievement: Evidence from Rio de Janeiro's Favelas""",https://doi.org/10.7910/DVN/1NKJO3,10.7910/dvn/1nkjo3,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,osf,Can emotional content reduce the age gap in visual working memory? Evidence from two tasks,https://osf.io/4j83a/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,figshare,Time-Varying Treatments in Observational Studies: Marginal Structural Models of the Effects of Early Grade Retention on Math Achievement,https://tandf.figshare.com/articles/dataset/Time_Varying_Treatments_in_Observational_Studies_Marginal_Structural_Models_of_the_Effects_of_Early_Grade_Retention_on_Math_Achievement/3184972,10.6084/m9.figshare.3184972.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc-by
,dataverse,"Replication Data for: Leaders' Cognitive Complexity, Distrust, and the Diversionary Use of Force",https://doi.org/10.7910/DVN/59HSGE,10.7910/dvn/59hsge,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,osf,Bachelor Thesis - Sabrina Wahlster: Cognitive Reflection and Risk Preferences,https://osf.io/m6c5u/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,osf,"""Cognitive Reflection and Moral Judgment""-Bachelor Thesis - Susanne Gerwing",https://osf.io/ct453/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,dataverse,Common genetic variants associated with cognitive performance identified using proxy-phenotype method,https://doi.org/10.7910/DVN/EEXJDQ,10.7910/dvn/eexjdq,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,PROMIS 1 Wave 2 Depression,https://doi.org/10.7910/DVN/ZDIITC,10.7910/dvn/zdiitc,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,osf,"Evaluating the Cognitive Reflection Test as a Measure of Intuition/Reflection, Numeracy, and Insight Problem Solving, and the Implications for Understanding Real-World Judgments and Beliefs",https://osf.io/hwdba/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,563c1cf88c5e4a3877f9e96a
,figshare,Questionnaire used in the present study.,https://plos.figshare.com/articles/dataset/_Loneliness_Social_Networks_and_Health_A_Cross_Sectional_Study_in_Three_Countries_/1637016,10.1371/journal.pone.0145264.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc-by
,dataverse,"Census of Population and Housing, 1970 Public Use Sample: 5%, One-in-One-Hundred [With 1980 Imputations Prepared by Donald Treiman (1% sample from the SMSA/County Group sample 5% Questionnaire)] (M297V1)",https://doi.org/10.7910/DVN/EFLUOY,10.7910/dvn/efluoy,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,this-dataset-is-made-available-with-limited-information-on-how-it-can-be-used.-you-may-wish-to-communicate-with-the-contact(s)-specified-before-use.
,dataverse,"Replication Data for: ""Personality, Interpersonal Disagreement, and Electoral Information.""",https://doi.org/10.7910/DVN/WFVMKD,10.7910/dvn/wfvmkd,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,Replication Data for: Intra-Party Politics and Public Opinion: How Candidate Selection Processes affect Citizens' Satisfaction with Democracy ,https://doi.org/10.7910/DVN/4B5AD1,10.7910/dvn/4b5ad1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,osf,How alluring are dark personalities? The Dark Triad and attractiveness in speed dating,https://osf.io/jvk3u/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,figshare,Intelligence May Moderate the Cognitive Profile of Patients with ASD,https://plos.figshare.com/articles/dataset/_Intelligence_May_Moderate_the_Cognitive_Profile_of_Patients_with_ASD_/1567566,10.1371/journal.pone.0138698,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc-by
,figshare,S1 Dataset - Rumination and Loneliness Independently Predict Six-Month Later Depression Symptoms among Chinese Elderly in Nursing Homes,https://plos.figshare.com/articles/dataset/_Rumination_and_Loneliness_Independently_Predict_Six_Month_Later_Depression_Symptoms_among_Chinese_Elderly_in_Nursing_Homes_/1535084,10.1371/journal.pone.0137176.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc-by
,dryad,"Data from: Effects of interference between selected loci on the mutation load, inbreeding depression and heterosis",https://datadryad.org/dataset/doi:10.5061/dryad.sp01m,10.5061/dryad.sp01m,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,osf,No Age Deficits in the Ability to Use Attention to Improve Visual Working Memory,https://osf.io/jhgze/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,dryad,Data from: Movement propensity and ability correlate with ecological specialisation in European land snails: comparative analysis of a dispersal syndrome,https://datadryad.org/dataset/doi:10.5061/dryad.js5d3,10.5061/dryad.js5d3,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,dataverse,"Replication data for: ""Don't Know"" Responses, Personality and the Measurement of Political Knowledge",https://doi.org/10.7910/DVN/29707,10.7910/dvn/29707,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,"Life Patterns, Personality Style and Self-Esteem in Gifted Family-Oriented and Career-Committed Women, 1969-1970",https://doi.org/10.7910/DVN/C9N2QU,10.7910/dvn/c9n2qu,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,"<div-style=""padding-left:-30px;"">-<ul-style=""list-style-type:-decimal;""-><li>-the-murray-archive-(the-distributor)-has-granted-me-a-revocable-license-to-use-this-dataset-solely-for-the-purposes-of-conducting-research,-and-the-distributor-may-terminate-this-license-at-any-time-and-for-any-reason.-</li>-<li>-i-will-use-the-dataset-solely-for-statistical-analysis-and-reporting-of-aggregated-information,-and-not-for-investigation-of-specific-individuals-or-organizations,-except-when-identification-is-authorized-in-writing-by-the-distributor.-</li>-<li>i-will-produce-no-links-among-the-distributor’s-datasets-or-among-the-distributor’s-data-and-other-datasets-that-could-identify-individuals-or-organizations.-</li>-<li>i-represent-that-neither-i,-nor-anyone-i-know,-has-any-prior-knowledge-of-the-possible-identities-of-any-study-participants-in-any-dataset-that-i-am-being-licensed-to-use.-</li>-<li>-i-will-not-knowingly-divulge-any-information-that-could-be-used-to-identify-individual-participants-in-the-study,-nor-will-i-attempt-to-identify-or-contact-any-study-participant,-and-i-agree-to-use-any-precautions-necessary-to-prevent-such-identification.-</li>-<li>-i-will-make-no-use-of-the-identity-of-any-person-or-establishment-discovered-inadvertently.-if-i-suspect-that-i-might-recognize-or-know-a-study-participant,-i-will-immediately-inform-the-distributor,-and-i-will-not-use-or-retain-a-copy-of-data-regarding-that-study-participant.-if-these-measures-to-resolve-an-identity-disclosure-are-not-sufficient,-the-distributor-may-terminate-my-use-of-the-dataset.-</li>-<li>-i-will-not-reproduce-the-dataset-except-as-is-necessary-for-my-scholarly-purposes.-i-will-destroy-the-dataset-upon-the-completion-of-my-scholarly-work-with-it.-</li>-<li>-i-will-not-share-data-from-the-dataset-(in-any-form-or-by-any-means)-with-any-third-party,-including-other-members-of-my-research-team,-as-i-understand-that-all-users-of-data-must-obtain-the-data-directly-from-the-distributor.-</li>-<li>-i-will-make-appropriate-acknowledgement-of-the-contributor-of-the-dataset-as-well-as-the-distributor-in-any-manuscript-or-presentation-(published-or-unpublished)-using-the-citation-standard-documented-here:-<a-href=""http://thedata.org/citation"">-http://thedata.org/citation</a>-</li>-<li>-the-distributor-makes-no-warranties,-express-or-implied,-by-operation-of-law-or-otherwise,-regarding-or-relating-to-the-dataset.-</li>-</ul>-</div>"
,dataverse,"Career Motivation and Achievement Planning, 1980-1993",https://doi.org/10.7910/DVN/YPTC0H,10.7910/dvn/yptc0h,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,"<div-style=""padding-left:-30px;"">-<ul-style=""list-style-type:-decimal;""-><li>-the-murray-archive-(the-distributor)-has-granted-me-a-revocable-license-to-use-this-dataset-solely-for-the-purposes-of-conducting-research,-and-the-distributor-may-terminate-this-license-at-any-time-and-for-any-reason.-</li>-<li>-i-will-use-the-dataset-solely-for-statistical-analysis-and-reporting-of-aggregated-information,-and-not-for-investigation-of-specific-individuals-or-organizations,-except-when-identification-is-authorized-in-writing-by-the-distributor.-</li>-<li>i-will-produce-no-links-among-the-distributor’s-datasets-or-among-the-distributor’s-data-and-other-datasets-that-could-identify-individuals-or-organizations.-</li>-<li>i-represent-that-neither-i,-nor-anyone-i-know,-has-any-prior-knowledge-of-the-possible-identities-of-any-study-participants-in-any-dataset-that-i-am-being-licensed-to-use.-</li>-<li>-i-will-not-knowingly-divulge-any-information-that-could-be-used-to-identify-individual-participants-in-the-study,-nor-will-i-attempt-to-identify-or-contact-any-study-participant,-and-i-agree-to-use-any-precautions-necessary-to-prevent-such-identification.-</li>-<li>-i-will-make-no-use-of-the-identity-of-any-person-or-establishment-discovered-inadvertently.-if-i-suspect-that-i-might-recognize-or-know-a-study-participant,-i-will-immediately-inform-the-distributor,-and-i-will-not-use-or-retain-a-copy-of-data-regarding-that-study-participant.-if-these-measures-to-resolve-an-identity-disclosure-are-not-sufficient,-the-distributor-may-terminate-my-use-of-the-dataset.-</li>-<li>-i-will-not-reproduce-the-dataset-except-as-is-necessary-for-my-scholarly-purposes.-i-will-destroy-the-dataset-upon-the-completion-of-my-scholarly-work-with-it.-</li>-<li>-i-will-not-share-data-from-the-dataset-(in-any-form-or-by-any-means)-with-any-third-party,-including-other-members-of-my-research-team,-as-i-understand-that-all-users-of-data-must-obtain-the-data-directly-from-the-distributor.-</li>-<li>-i-will-make-appropriate-acknowledgement-of-the-contributor-of-the-dataset-as-well-as-the-distributor-in-any-manuscript-or-presentation-(published-or-unpublished)-using-the-citation-standard-documented-here:-<a-href=""http://thedata.org/citation"">-http://thedata.org/citation</a>-</li>-<li>-the-distributor-makes-no-warranties,-express-or-implied,-by-operation-of-law-or-otherwise,-regarding-or-relating-to-the-dataset.-</li>-</ul>-</div>"
,dataverse,Replication data for: The Increasing Complementarity between Cognitive and Social Skills,https://doi.org/10.7910/DVN/27607,10.7910/dvn/27607,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,Replication data for: Can Achievement Peer Effect Estimates Inform Policy? A View from Inside the Black Box,https://doi.org/10.7910/DVN/27838,10.7910/dvn/27838,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,How health behaviors relate to academic performance via affect: An intensive longitudinal study,https://doi.org/10.7910/DVN/27388,10.7910/dvn/27388,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,Replication data for: The Effect of Schooling on Cognitive Skills,https://doi.org/10.7910/DVN/27181,10.7910/dvn/27181,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,osf,"The Dark Triad, Commitment, and Break-up Distress",https://osf.io/i5amr/,,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,unknown
,dataverse,Statistical Anxiety in Political Science Second Year Undergraduates: An Application of the Statistical Anxiety Rating Scale Survey,https://doi.org/10.7910/DVN/26175,10.7910/dvn/26175,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,Statistical Anxiety in Political Science and Sociology First Year Undergraduates: A Pilot Study,https://doi.org/10.7910/DVN/26173,10.7910/dvn/26173,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,Cognitive Style and the Survey Response,https://doi.org/10.7910/DVN/V9ROA,10.7910/dvn/v9roa,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,cognitive part of the MxFLS (Mexican Family Life Survey),https://doi.org/10.7910/DVN/25759,10.7910/dvn/25759,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,cc0
,dataverse,"Terman Life Cycle Study of Children with High Ability, 1922-1986",https://doi.org/10.7910/DVN/KWFHQL,10.7910/dvn/kwfhql,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,"<div-style=""padding-left:-30px;"">-<ul-style=""list-style-type:-decimal;""-><li>-the-murray-archive-(the-distributor)-has-granted-me-a-revocable-license-to-use-this-dataset-solely-for-the-purposes-of-conducting-research,-and-the-distributor-may-terminate-this-license-at-any-time-and-for-any-reason.-</li>-<li>-i-will-use-the-dataset-solely-for-statistical-analysis-and-reporting-of-aggregated-information,-and-not-for-investigation-of-specific-individuals-or-organizations,-except-when-identification-is-authorized-in-writing-by-the-distributor.-</li>-<li>i-will-produce-no-links-among-the-distributor’s-datasets-or-among-the-distributor’s-data-and-other-datasets-that-could-identify-individuals-or-organizations.-</li>-<li>i-represent-that-neither-i,-nor-anyone-i-know,-has-any-prior-knowledge-of-the-possible-identities-of-any-study-participants-in-any-dataset-that-i-am-being-licensed-to-use.-</li>-<li>-i-will-not-knowingly-divulge-any-information-that-could-be-used-to-identify-individual-participants-in-the-study,-nor-will-i-attempt-to-identify-or-contact-any-study-participant,-and-i-agree-to-use-any-precautions-necessary-to-prevent-such-identification.-</li>-<li>-i-will-make-no-use-of-the-identity-of-any-person-or-establishment-discovered-inadvertently.-if-i-suspect-that-i-might-recognize-or-know-a-study-participant,-i-will-immediately-inform-the-distributor,-and-i-will-not-use-or-retain-a-copy-of-data-regarding-that-study-participant.-if-these-measures-to-resolve-an-identity-disclosure-are-not-sufficient,-the-distributor-may-terminate-my-use-of-the-dataset.-</li>-<li>-i-will-not-reproduce-the-dataset-except-as-is-necessary-for-my-scholarly-purposes.-i-will-destroy-the-dataset-upon-the-completion-of-my-scholarly-work-with-it.-</li>-<li>-i-will-not-share-data-from-the-dataset-(in-any-form-or-by-any-means)-with-any-third-party,-including-other-members-of-my-research-team,-as-i-understand-that-all-users-of-data-must-obtain-the-data-directly-from-the-distributor.-</li>-<li>-i-will-make-appropriate-acknowledgement-of-the-contributor-of-the-dataset-as-well-as-the-distributor-in-any-manuscript-or-presentation-(published-or-unpublished)-using-the-citation-standard-documented-here:-<a-href=""http://thedata.org/citation"">-http://thedata.org/citation</a>-</li>-<li>-the-distributor-makes-no-warranties,-express-or-implied,-by-operation-of-law-or-otherwise,-regarding-or-relating-to-the-dataset.-</li>-</ul>-</div>"
,dataverse,"Maternal Influences upon Women's Attitudes Toward Career-Achievement, 1968-1969",https://doi.org/10.7910/DVN/3A39C0,10.7910/dvn/3a39c0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,"<div-style=""padding-left:-30px;"">-<ul-style=""list-style-type:-decimal;""-><li>-the-murray-archive-(the-distributor)-has-granted-me-a-revocable-license-to-use-this-dataset-solely-for-the-purposes-of-conducting-research,-and-the-distributor-may-terminate-this-license-at-any-time-and-for-any-reason.-</li>-<li>-i-will-use-the-dataset-solely-for-statistical-analysis-and-reporting-of-aggregated-information,-and-not-for-investigation-of-specific-individuals-or-organizations,-except-when-identification-is-authorized-in-writing-by-the-distributor.-</li>-<li>i-will-produce-no-links-among-the-distributor’s-datasets-or-among-the-distributor’s-data-and-other-datasets-that-could-identify-individuals-or-organizations.-</li>-<li>i-represent-that-neither-i,-nor-anyone-i-know,-has-any-prior-knowledge-of-the-possible-identities-of-any-study-participants-in-any-dataset-that-i-am-being-licensed-to-use.-</li>-<li>-i-will-not-knowingly-divulge-any-information-that-could-be-used-to-identify-individual-participants-in-the-study,-nor-will-i-attempt-to-identify-or-contact-any-study-participant,-and-i-agree-to-use-any-precautions-necessary-to-prevent-such-identification.-</li>-<li>-i-will-make-no-use-of-the-identity-of-any-person-or-establishment-discovered-inadvertently.-if-i-suspect-that-i-might-recognize-or-know-a-study-participant,-i-will-immediately-inform-the-distributor,-and-i-will-not-use-or-retain-a-copy-of-data-regarding-that-study-participant.-if-these-measures-to-resolve-an-identity-disclosure-are-not-sufficient,-the-distributor-may-terminate-my-use-of-the-dataset.-</li>-<li>-i-will-not-reproduce-the-dataset-except-as-is-necessary-for-my-scholarly-purposes.-i-will-destroy-the-dataset-upon-the-completion-of-my-scholarly-work-with-it.-</li>-<li>-i-will-not-share-data-from-the-dataset-(in-any-form-or-by-any-means)-with-any-third-party,-including-other-members-of-my-research-team,-as-i-understand-that-all-users-of-data-must-obtain-the-data-directly-from-the-distributor.-</li>-<li>-i-will-make-appropriate-acknowledgement-of-the-contributor-of-the-dataset-as-well-as-the-distributor-in-any-manuscript-or-presentation-(published-or-unpublished)-using-the-citation-standard-documented-here:-<a-href=""http://thedata.org/citation"">-http://thedata.org/citation</a>-</li>-<li>-the-distributor-makes-no-warranties,-express-or-implied,-by-operation-of-law-or-otherwise,-regarding-or-relating-to-the-dataset.-</li>-</ul>-</div>"
,dataverse,"Self-Esteem and Life Goals of College Women and Men, 1978",https://doi.org/10.7910/DVN/R64CET,10.7910/dvn/r64cet,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,"<div-style=""padding-left:-30px;"">-<ul-style=""list-style-type:-decimal;""-><li>-the-murray-archive-(the-distributor)-has-granted-me-a-revocable-license-to-use-this-dataset-solely-for-the-purposes-of-conducting-research,-and-the-distributor-may-terminate-this-license-at-any-time-and-for-any-reason.-</li>-<li>-i-will-use-the-dataset-solely-for-statistical-analysis-and-reporting-of-aggregated-information,-and-not-for-investigation-of-specific-individuals-or-organizations,-except-when-identification-is-authorized-in-writing-by-the-distributor.-</li>-<li>i-will-produce-no-links-among-the-distributor’s-datasets-or-among-the-distributor’s-data-and-other-datasets-that-could-identify-individuals-or-organizations.-</li>-<li>i-represent-that-neither-i,-nor-anyone-i-know,-has-any-prior-knowledge-of-the-possible-identities-of-any-study-participants-in-any-dataset-that-i-am-being-licensed-to-use.-</li>-<li>-i-will-not-knowingly-divulge-any-information-that-could-be-used-to-identify-individual-participants-in-the-study,-nor-will-i-attempt-to-identify-or-contact-any-study-participant,-and-i-agree-to-use-any-precautions-necessary-to-prevent-such-identification.-</li>-<li>-i-will-make-no-use-of-the-identity-of-any-person-or-establishment-discovered-inadvertently.-if-i-suspect-that-i-might-recognize-or-know-a-study-participant,-i-will-immediately-inform-the-distributor,-and-i-will-not-use-or-retain-a-copy-of-data-regarding-that-study-participant.-if-these-measures-to-resolve-an-identity-disclosure-are-not-sufficient,-the-distributor-may-terminate-my-use-of-the-dataset.-</li>-<li>-i-will-not-reproduce-the-dataset-except-as-is-necessary-for-my-scholarly-purposes.-i-will-destroy-the-dataset-upon-the-completion-of-my-scholarly-work-with-it.-</li>-<li>-i-will-not-share-data-from-the-dataset-(in-any-form-or-by-any-means)-with-any-third-party,-including-other-members-of-my-research-team,-as-i-understand-that-all-users-of-data-must-obtain-the-data-directly-from-the-distributor.-</li>-<li>-i-will-make-appropriate-acknowledgement-of-the-contributor-of-the-dataset-as-well-as-the-distributor-in-any-manuscript-or-presentation-(published-or-unpublished)-using-the-citation-standard-documented-here:-<a-href=""http://thedata.org/citation"">-http://thedata.org/citation</a>-</li>-<li>-the-distributor-makes-no-warranties,-express-or-implied,-by-operation-of-law-or-otherwise,-regarding-or-relating-to-the-dataset.-</li>-</ul>-</div>"
